repo,file_path,file_type,job_name,step_name,task_category,normalized_tool,raw_match
pip,src/pip/_internal/models/release_control.py,release_file,,,configuration_provisioning,pip,pip
pip,tests/functional/test_install_release_control.py,release_file,,,configuration_provisioning,pip,pip
pip,tests/unit/test_release_control.py,release_file,,,configuration_provisioning,pip,pip
pip,tests/unit/test_release_control.py,release_file,,,testing_tool,pytest,pytest
wheel,.github/workflows/publish.yml,github_actions,,,configuration_provisioning,actions/setup-python,actions/setup-python@v5
wheel,.github/workflows/publish.yml,github_actions,build,Set up Python,configuration_provisioning,actions/setup-python,actions/setup-python@v5
wheel,.github/workflows/publish.yml,github_actions,,,configuration_provisioning,pip,pip
wheel,.github/workflows/publish.yml,github_actions,build,Install dependencies,configuration_provisioning,pip,pip
wheel,.github/workflows/publish.yml,github_actions,,,continuous_integration_server,GitHub Actions,.github/workflows/publish.yml
wheel,.github/workflows/publish.yml,github_actions,,,delivery_deployment,pypa/gh-action-pypi-publish,pypa/gh-action-pypi-publish@release/v1
wheel,.github/workflows/publish.yml,github_actions,publish,Upload packages,delivery_deployment,pypa/gh-action-pypi-publish,pypa/gh-action-pypi-publish@release/v1
wheel,.github/workflows/publish.yml,github_actions,,,version_control_system,github-releases,release:
wheel,.github/workflows/publish.yml,github_actions,,,version_control_system,release-tags,tags:
wheel,.github/workflows/test.yml,github_actions,,,configuration_provisioning,actions/setup-python,actions/setup-python@v6
wheel,.github/workflows/test.yml,github_actions,test,Set up Python ${{ matrix.python-version }},configuration_provisioning,actions/setup-python,actions/setup-python@v6
wheel,.github/workflows/test.yml,github_actions,,,configuration_provisioning,pip,pip
wheel,.github/workflows/test.yml,github_actions,test,Install the project and its test dependencies,configuration_provisioning,pip,pip
wheel,.github/workflows/test.yml,github_actions,,,continuous_integration_server,GitHub Actions,.github/workflows/test.yml
wheel,.github/workflows/test.yml,github_actions,,,testing_tool,coverage,coverage
wheel,.github/workflows/test.yml,github_actions,test,Generate coverage report,testing_tool,coverage,coverage
wheel,.github/workflows/test.yml,github_actions,test,Install the project and its test dependencies,testing_tool,coverage,coverage
wheel,.github/workflows/test.yml,github_actions,test,Test with pytest,testing_tool,coverage,coverage
wheel,.github/workflows/test.yml,github_actions,,,testing_tool,pytest,pytest
wheel,.github/workflows/test.yml,github_actions,test,Test with pytest,testing_tool,pytest,pytest
wheel,.pre-commit-config.yaml,pre_commit,,,code_management_analysis,pre-commit,pre-commit
wheel,.pre-commit-config.yaml,pre_commit,,,code_management_analysis,ruff,ruff
wheel,pyproject.toml,pyproject,,,build_tool,flit,"flit_core >=3.11,<4"
wheel,pyproject.toml,pyproject,,,build_tool,flit,flit_core.buildapi
wheel,pyproject.toml,pyproject,,,code_management_analysis,flake8,flake8
wheel,pyproject.toml,pyproject,,,code_management_analysis,isort,isort
wheel,pyproject.toml,pyproject,,,code_management_analysis,mypy,mypy
wheel,pyproject.toml,pyproject,,,code_management_analysis,pre-commit,pre-commit
wheel,pyproject.toml,pyproject,,,code_management_analysis,ruff,[tool.ruff]
wheel,pyproject.toml,pyproject,,,code_management_analysis,ruff,ruff
wheel,pyproject.toml,pyproject,,,configuration_provisioning,tox,[tool.tox]
wheel,pyproject.toml,pyproject,,,configuration_provisioning,tox,Tox
wheel,pyproject.toml,pyproject,,,configuration_provisioning,tox,tox
wheel,pyproject.toml,pyproject,,,testing_tool,coverage,[tool.coverage]
wheel,pyproject.toml,pyproject,,,testing_tool,coverage,coverage
wheel,pyproject.toml,pyproject,,,testing_tool,pytest,[tool.pytest]
wheel,pyproject.toml,pyproject,,,testing_tool,pytest,pytest
wheel,pyproject.toml,pyproject,,,testing_tool,tox,[tool.tox]
wheel,pyproject.toml,pyproject,,,testing_tool,tox,Tox
wheel,pyproject.toml,pyproject,,,testing_tool,tox,tox
jinja2,.github/workflows/lock.yaml,github_actions,,,continuous_integration_server,GitHub Actions,.github/workflows/lock.yaml
jinja2,.github/workflows/pre-commit.yaml,github_actions,,,code_management_analysis,pre-commit,pre-commit
jinja2,.github/workflows/pre-commit.yaml,github_actions,,,configuration_provisioning,actions/setup-python,actions/setup-python@a26af69be951a213d495a4c3e4e4022e16d87065
jinja2,.github/workflows/pre-commit.yaml,github_actions,,,configuration_provisioning,astral-sh/setup-uv,astral-sh/setup-uv@f0ec1fc3b38f5e7cd731bb6ce540c5af426746bb
jinja2,.github/workflows/pre-commit.yaml,github_actions,,,continuous_integration_server,GitHub Actions,.github/workflows/pre-commit.yaml
jinja2,.github/workflows/publish.yaml,github_actions,,,configuration_provisioning,actions/setup-python,actions/setup-python@a26af69be951a213d495a4c3e4e4022e16d87065
jinja2,.github/workflows/publish.yaml,github_actions,,,configuration_provisioning,astral-sh/setup-uv,astral-sh/setup-uv@f0ec1fc3b38f5e7cd731bb6ce540c5af426746bb
jinja2,.github/workflows/publish.yaml,github_actions,,,continuous_integration_server,GitHub Actions,.github/workflows/publish.yaml
jinja2,.github/workflows/publish.yaml,github_actions,,,delivery_deployment,pypa/gh-action-pypi-publish,pypa/gh-action-pypi-publish@76f52bc884231f62b9a034ebfe128415bbaabdfc
jinja2,.github/workflows/publish.yaml,github_actions,,,version_control_system,release-tags,tags:
jinja2,.github/workflows/tests.yaml,github_actions,,,code_management_analysis,mypy,mypy
jinja2,.github/workflows/tests.yaml,github_actions,,,configuration_provisioning,actions/setup-python,actions/setup-python@a26af69be951a213d495a4c3e4e4022e16d87065
jinja2,.github/workflows/tests.yaml,github_actions,,,configuration_provisioning,astral-sh/setup-uv,astral-sh/setup-uv@f0ec1fc3b38f5e7cd731bb6ce540c5af426746bb
jinja2,.github/workflows/tests.yaml,github_actions,,,configuration_provisioning,tox,tox
jinja2,.github/workflows/tests.yaml,github_actions,,,continuous_integration_server,GitHub Actions,.github/workflows/tests.yaml
jinja2,.github/workflows/tests.yaml,github_actions,,,testing_tool,tox,tox
jinja2,.pre-commit-config.yaml,pre_commit,,,code_management_analysis,pre-commit,pre-commit
jinja2,.pre-commit-config.yaml,pre_commit,,,code_management_analysis,ruff,ruff
jinja2,pyproject.toml,pyproject,,,build_tool,flit,flit_core.buildapi
jinja2,pyproject.toml,pyproject,,,build_tool,flit,flit_core<4
jinja2,pyproject.toml,pyproject,,,code_management_analysis,flake8,flake8
jinja2,pyproject.toml,pyproject,,,code_management_analysis,isort,isort
jinja2,pyproject.toml,pyproject,,,code_management_analysis,mypy,[tool.mypy]
jinja2,pyproject.toml,pyproject,,,code_management_analysis,mypy,mypy
jinja2,pyproject.toml,pyproject,,,code_management_analysis,pre-commit,pre-commit
jinja2,pyproject.toml,pyproject,,,code_management_analysis,pyright,[tool.pyright]
jinja2,pyproject.toml,pyproject,,,code_management_analysis,pyright,pyright
jinja2,pyproject.toml,pyproject,,,code_management_analysis,ruff,[tool.ruff]
jinja2,pyproject.toml,pyproject,,,code_management_analysis,ruff,ruff
jinja2,pyproject.toml,pyproject,,,configuration_provisioning,tox,[tool.tox]
jinja2,pyproject.toml,pyproject,,,configuration_provisioning,tox,tox
jinja2,pyproject.toml,pyproject,,,configuration_provisioning,venv,venv
jinja2,pyproject.toml,pyproject,,,testing_tool,coverage,[tool.coverage]
jinja2,pyproject.toml,pyproject,,,testing_tool,coverage,coverage
jinja2,pyproject.toml,pyproject,,,testing_tool,pytest,[tool.pytest]
jinja2,pyproject.toml,pyproject,,,testing_tool,pytest,pytest
jinja2,pyproject.toml,pyproject,,,testing_tool,tox,[tool.tox]
jinja2,pyproject.toml,pyproject,,,testing_tool,tox,tox
jmespath,.github/workflows/codeql.yml,github_actions,,,continuous_integration_server,GitHub Actions,.github/workflows/codeql.yml
jmespath,.github/workflows/run-tests.yml,github_actions,,,configuration_provisioning,actions/setup-python,actions/setup-python@83679a892e2d95755f2dac6acb0bfd1e9ac5d548
jmespath,.github/workflows/run-tests.yml,github_actions,build,Set up Python ${{ matrix.python-version }},configuration_provisioning,actions/setup-python,actions/setup-python@83679a892e2d95755f2dac6acb0bfd1e9ac5d548
jmespath,.github/workflows/run-tests.yml,github_actions,,,configuration_provisioning,pip,pip
jmespath,.github/workflows/run-tests.yml,github_actions,build,Install dependencies,configuration_provisioning,pip,pip
jmespath,.github/workflows/run-tests.yml,github_actions,,,continuous_integration_server,GitHub Actions,.github/workflows/run-tests.yml
jmespath,.github/workflows/run-tests.yml,github_actions,,,testing_tool,pytest,pytest
jmespath,.github/workflows/run-tests.yml,github_actions,build,Test with pytest,testing_tool,pytest,pytest
jmespath,scripts/release,script,,,build_tool,build,python setup.py sdist
jmespath,setup.py,setup_py,,,build_tool,setuptools,setuptools
jmespath,tox.ini,tox_ini,,,configuration_provisioning,tox,tox
jmespath,tox.ini,tox_ini,,,testing_tool,pytest,pytest
jmespath,tox.ini,tox_ini,,,testing_tool,tox,tox
importlib-metadata,.github/workflows/main.yml,github_actions,,,configuration_provisioning,actions/setup-python,actions/setup-python@v5
importlib-metadata,.github/workflows/main.yml,github_actions,collateral,Setup Python,configuration_provisioning,actions/setup-python,actions/setup-python@v5
importlib-metadata,.github/workflows/main.yml,github_actions,release,Setup Python,configuration_provisioning,actions/setup-python,actions/setup-python@v5
importlib-metadata,.github/workflows/main.yml,github_actions,test,Setup Python,configuration_provisioning,actions/setup-python,actions/setup-python@v5
importlib-metadata,.github/workflows/main.yml,github_actions,,,configuration_provisioning,pip,pip
importlib-metadata,.github/workflows/main.yml,github_actions,collateral,Install tox,configuration_provisioning,pip,pip
importlib-metadata,.github/workflows/main.yml,github_actions,release,Install tox,configuration_provisioning,pip,pip
importlib-metadata,.github/workflows/main.yml,github_actions,test,Install tox,configuration_provisioning,pip,pip
importlib-metadata,.github/workflows/main.yml,github_actions,,,configuration_provisioning,tox,tox
importlib-metadata,.github/workflows/main.yml,github_actions,collateral,Eval ${{ matrix.job }},configuration_provisioning,tox,tox
importlib-metadata,.github/workflows/main.yml,github_actions,collateral,Install tox,configuration_provisioning,tox,tox
importlib-metadata,.github/workflows/main.yml,github_actions,release,Install tox,configuration_provisioning,tox,tox
importlib-metadata,.github/workflows/main.yml,github_actions,release,Run,configuration_provisioning,tox,tox
importlib-metadata,.github/workflows/main.yml,github_actions,test,Install tox,configuration_provisioning,tox,tox
importlib-metadata,.github/workflows/main.yml,github_actions,test,Run,configuration_provisioning,tox,tox
importlib-metadata,.github/workflows/main.yml,github_actions,,,continuous_integration_server,GitHub Actions,.github/workflows/main.yml
importlib-metadata,.github/workflows/main.yml,github_actions,,,testing_tool,tox,tox
importlib-metadata,.github/workflows/main.yml,github_actions,collateral,Eval ${{ matrix.job }},testing_tool,tox,tox
importlib-metadata,.github/workflows/main.yml,github_actions,collateral,Install tox,testing_tool,tox,tox
importlib-metadata,.github/workflows/main.yml,github_actions,release,Install tox,testing_tool,tox,tox
importlib-metadata,.github/workflows/main.yml,github_actions,release,Run,testing_tool,tox,tox
importlib-metadata,.github/workflows/main.yml,github_actions,test,Install tox,testing_tool,tox,tox
importlib-metadata,.github/workflows/main.yml,github_actions,test,Run,testing_tool,tox,tox
importlib-metadata,.github/workflows/main.yml,github_actions,,,version_control_system,github-releases,release:
importlib-metadata,.github/workflows/main.yml,github_actions,,,version_control_system,release-tags,refs/tags
importlib-metadata,.github/workflows/main.yml,github_actions,,,version_control_system,release-tags,tags:
importlib-metadata,.pre-commit-config.yaml,pre_commit,,,code_management_analysis,pre-commit,pre-commit
importlib-metadata,.pre-commit-config.yaml,pre_commit,,,code_management_analysis,ruff,ruff
importlib-metadata,pyproject.toml,pyproject,,,build_tool,setuptools,setuptools.build_meta
importlib-metadata,pyproject.toml,pyproject,,,build_tool,setuptools,setuptools>=77
importlib-metadata,pyproject.toml,pyproject,,,build_tool,setuptools,setuptools_scm[toml]>=3.4.1
importlib-metadata,pyproject.toml,pyproject,,,code_management_analysis,mypy,mypy
importlib-metadata,pyproject.toml,pyproject,,,code_management_analysis,ruff,ruff
importlib-metadata,pyproject.toml,pyproject,,,testing_tool,pytest,pytest
importlib-metadata,pyproject.toml,pyproject,,,version_control_system,setuptools-scm,[tool.setuptools_scm]
importlib-metadata,pyproject.toml,pyproject,,,version_control_system,setuptools-scm,setuptools_scm
importlib-metadata,towncrier.toml,release_file,,,version_control_system,towncrier,towncrier
importlib-metadata,tox.ini,tox_ini,,,build_tool,build,python -m build
importlib-metadata,tox.ini,tox_ini,,,delivery_deployment,twine,twine upload
importlib-metadata,tox.ini,tox_ini,,,testing_tool,coverage,coverage
importlib-metadata,tox.ini,tox_ini,,,testing_tool,pytest,pytest
importlib-metadata,tox.ini,tox_ini,,,version_control_system,towncrier,towncrier
filelock,.github/release.yaml,release_file,,,code_management_analysis,pre-commit,pre-commit
filelock,.github/workflows/check.yaml,github_actions,,,configuration_provisioning,astral-sh/setup-uv,astral-sh/setup-uv@08807647e7069bb48b6ef5acd8ec9567f424441b
filelock,.github/workflows/check.yaml,github_actions,check,🔄 Install the latest version of uv,configuration_provisioning,astral-sh/setup-uv,astral-sh/setup-uv@08807647e7069bb48b6ef5acd8ec9567f424441b
filelock,.github/workflows/check.yaml,github_actions,coverage,🔄 Install the latest version of uv,configuration_provisioning,astral-sh/setup-uv,astral-sh/setup-uv@08807647e7069bb48b6ef5acd8ec9567f424441b
filelock,.github/workflows/check.yaml,github_actions,test,🔄 Install the latest version of uv,configuration_provisioning,astral-sh/setup-uv,astral-sh/setup-uv@08807647e7069bb48b6ef5acd8ec9567f424441b
filelock,.github/workflows/check.yaml,github_actions,,,configuration_provisioning,tox,tox
filelock,.github/workflows/check.yaml,github_actions,check,⚙️ Setup test suite,configuration_provisioning,tox,tox
filelock,.github/workflows/check.yaml,github_actions,check,✅ Run test suite,configuration_provisioning,tox,tox
filelock,.github/workflows/check.yaml,github_actions,check,🧪 Install tox,configuration_provisioning,tox,tox
filelock,.github/workflows/check.yaml,github_actions,coverage,⚙️ Setup coverage tool,configuration_provisioning,tox,tox
filelock,.github/workflows/check.yaml,github_actions,coverage,📊 Combine and report coverage,configuration_provisioning,tox,tox
filelock,.github/workflows/check.yaml,github_actions,coverage,🧪 Install tox,configuration_provisioning,tox,tox
filelock,.github/workflows/check.yaml,github_actions,test,⚙️ Setup test suite,configuration_provisioning,tox,tox
filelock,.github/workflows/check.yaml,github_actions,test,✅ Run test suite,configuration_provisioning,tox,tox
filelock,.github/workflows/check.yaml,github_actions,test,📝 Rename coverage report file,configuration_provisioning,tox,tox
filelock,.github/workflows/check.yaml,github_actions,test,🧪 Install tox,configuration_provisioning,tox,tox
filelock,.github/workflows/check.yaml,github_actions,,,continuous_integration_server,GitHub Actions,.github/workflows/check.yaml
filelock,.github/workflows/check.yaml,github_actions,,,testing_tool,coverage,coverage
filelock,.github/workflows/check.yaml,github_actions,coverage,⚙️ Setup coverage tool,testing_tool,coverage,coverage
filelock,.github/workflows/check.yaml,github_actions,coverage,📊 Combine and report coverage,testing_tool,coverage,coverage
filelock,.github/workflows/check.yaml,github_actions,test,📝 Rename coverage report file,testing_tool,coverage,coverage
filelock,.github/workflows/check.yaml,github_actions,,,testing_tool,tox,tox
filelock,.github/workflows/check.yaml,github_actions,check,⚙️ Setup test suite,testing_tool,tox,tox
filelock,.github/workflows/check.yaml,github_actions,check,✅ Run test suite,testing_tool,tox,tox
filelock,.github/workflows/check.yaml,github_actions,check,🧪 Install tox,testing_tool,tox,tox
filelock,.github/workflows/check.yaml,github_actions,coverage,⚙️ Setup coverage tool,testing_tool,tox,tox
filelock,.github/workflows/check.yaml,github_actions,coverage,📊 Combine and report coverage,testing_tool,tox,tox
filelock,.github/workflows/check.yaml,github_actions,coverage,🧪 Install tox,testing_tool,tox,tox
filelock,.github/workflows/check.yaml,github_actions,test,⚙️ Setup test suite,testing_tool,tox,tox
filelock,.github/workflows/check.yaml,github_actions,test,✅ Run test suite,testing_tool,tox,tox
filelock,.github/workflows/check.yaml,github_actions,test,📝 Rename coverage report file,testing_tool,tox,tox
filelock,.github/workflows/check.yaml,github_actions,test,🧪 Install tox,testing_tool,tox,tox
filelock,.github/workflows/release.yaml,github_actions,,,configuration_provisioning,astral-sh/setup-uv,astral-sh/setup-uv@08807647e7069bb48b6ef5acd8ec9567f424441b
filelock,.github/workflows/release.yaml,github_actions,build,📦 Setup uv,configuration_provisioning,astral-sh/setup-uv,astral-sh/setup-uv@08807647e7069bb48b6ef5acd8ec9567f424441b
filelock,.github/workflows/release.yaml,github_actions,,,configuration_provisioning,hatch,hatch
filelock,.github/workflows/release.yaml,github_actions,,,continuous_integration_server,GitHub Actions,.github/workflows/release.yaml
filelock,.github/workflows/release.yaml,github_actions,,,delivery_deployment,pypa/gh-action-pypi-publish,pypa/gh-action-pypi-publish@cef221092ed1bacb1cc03d23a2d87d1d172e277b
filelock,.github/workflows/release.yaml,github_actions,release,🚀 Publish to PyPI,delivery_deployment,pypa/gh-action-pypi-publish,pypa/gh-action-pypi-publish@cef221092ed1bacb1cc03d23a2d87d1d172e277b
filelock,.github/workflows/release.yaml,github_actions,,,version_control_system,github-releases,release:
filelock,.github/workflows/release.yaml,github_actions,,,version_control_system,release-tags,refs/tags
filelock,.github/workflows/release.yaml,github_actions,release,📤 Commit changelog and tag,version_control_system,release-tags,refs/tags
filelock,.github/workflows/release.yaml,github_actions,,,version_control_system,semantic-versioning,semver
filelock,.pre-commit-config.yaml,pre_commit,,,code_management_analysis,pre-commit,pre-commit
filelock,.pre-commit-config.yaml,pre_commit,,,code_management_analysis,ruff,ruff
filelock,.pre-commit-config.yaml,pre_commit,,,configuration_provisioning,tox,tox
filelock,.pre-commit-config.yaml,pre_commit,,,testing_tool,tox,tox
filelock,pyproject.toml,pyproject,,,build_tool,hatchling,hatchling.build
filelock,pyproject.toml,pyproject,,,build_tool,hatchling,hatchling>=1.29
filelock,pyproject.toml,pyproject,,,code_management_analysis,isort,isort
filelock,pyproject.toml,pyproject,,,code_management_analysis,pre-commit,pre-commit
filelock,pyproject.toml,pyproject,,,code_management_analysis,ruff,[tool.ruff]
filelock,pyproject.toml,pyproject,,,code_management_analysis,ruff,ruff
filelock,pyproject.toml,pyproject,,,configuration_provisioning,hatch,[tool.hatch]
filelock,pyproject.toml,pyproject,,,configuration_provisioning,hatch,hatch
filelock,pyproject.toml,pyproject,,,configuration_provisioning,tox,tox
filelock,pyproject.toml,pyproject,,,configuration_provisioning,venv,virtualenv
filelock,pyproject.toml,pyproject,,,testing_tool,coverage,[tool.coverage]
filelock,pyproject.toml,pyproject,,,testing_tool,coverage,coverage
filelock,pyproject.toml,pyproject,,,testing_tool,pytest,[tool.pytest]
filelock,pyproject.toml,pyproject,,,testing_tool,pytest,pytest
filelock,pyproject.toml,pyproject,,,testing_tool,tox,tox
pathspec,.github/workflows/publish-to-pypi.yaml,github_actions,,,configuration_provisioning,actions/setup-python,actions/setup-python@a309ff8b426b58ec0e2a45f0f869d46889d02405
pathspec,.github/workflows/publish-to-pypi.yaml,github_actions,build,Set up Python,configuration_provisioning,actions/setup-python,actions/setup-python@a309ff8b426b58ec0e2a45f0f869d46889d02405
pathspec,.github/workflows/publish-to-pypi.yaml,github_actions,,,configuration_provisioning,pip,pip
pathspec,.github/workflows/publish-to-pypi.yaml,github_actions,build,Install pypa/build,configuration_provisioning,pip,pip
pathspec,.github/workflows/publish-to-pypi.yaml,github_actions,,,continuous_integration_server,GitHub Actions,.github/workflows/publish-to-pypi.yaml
pathspec,.github/workflows/publish-to-pypi.yaml,github_actions,,,delivery_deployment,pypa/gh-action-pypi-publish,pypa/gh-action-pypi-publish@cef221092ed1bacb1cc03d23a2d87d1d172e277b
pathspec,.github/workflows/publish-to-pypi.yaml,github_actions,publish-to-pypi,Publish distribution to PyPI,delivery_deployment,pypa/gh-action-pypi-publish,pypa/gh-action-pypi-publish@cef221092ed1bacb1cc03d23a2d87d1d172e277b
pathspec,.github/workflows/publish-to-pypi.yaml,github_actions,,,version_control_system,github-releases,release:
pathspec,.github/workflows/publish-to-testpypi.yaml,github_actions,,,configuration_provisioning,actions/setup-python,actions/setup-python@a309ff8b426b58ec0e2a45f0f869d46889d02405
pathspec,.github/workflows/publish-to-testpypi.yaml,github_actions,build,Set up Python,configuration_provisioning,actions/setup-python,actions/setup-python@a309ff8b426b58ec0e2a45f0f869d46889d02405
pathspec,.github/workflows/publish-to-testpypi.yaml,github_actions,,,configuration_provisioning,pip,pip
pathspec,.github/workflows/publish-to-testpypi.yaml,github_actions,build,Install pypa/build,configuration_provisioning,pip,pip
pathspec,.github/workflows/publish-to-testpypi.yaml,github_actions,,,continuous_integration_server,GitHub Actions,.github/workflows/publish-to-testpypi.yaml
pathspec,.github/workflows/publish-to-testpypi.yaml,github_actions,,,delivery_deployment,pypa/gh-action-pypi-publish,pypa/gh-action-pypi-publish@cef221092ed1bacb1cc03d23a2d87d1d172e277b
pathspec,.github/workflows/publish-to-testpypi.yaml,github_actions,publish-to-testpypi,Publish distribution to TestPyPI,delivery_deployment,pypa/gh-action-pypi-publish,pypa/gh-action-pypi-publish@cef221092ed1bacb1cc03d23a2d87d1d172e277b
pathspec,.github/workflows/test-all.yaml,github_actions,,,configuration_provisioning,actions/setup-python,actions/setup-python@a309ff8b426b58ec0e2a45f0f869d46889d02405
pathspec,.github/workflows/test-all.yaml,github_actions,docs,Set up Python ${{ matrix.python }},configuration_provisioning,actions/setup-python,actions/setup-python@a309ff8b426b58ec0e2a45f0f869d46889d02405
pathspec,.github/workflows/test-all.yaml,github_actions,test,Set up Python ${{ matrix.python }},configuration_provisioning,actions/setup-python,actions/setup-python@a309ff8b426b58ec0e2a45f0f869d46889d02405
pathspec,.github/workflows/test-all.yaml,github_actions,,,configuration_provisioning,pip,pip
pathspec,.github/workflows/test-all.yaml,github_actions,docs,Install tox,configuration_provisioning,pip,pip
pathspec,.github/workflows/test-all.yaml,github_actions,test,Install tox,configuration_provisioning,pip,pip
pathspec,.github/workflows/test-all.yaml,github_actions,,,configuration_provisioning,tox,tox
pathspec,.github/workflows/test-all.yaml,github_actions,docs,Install tox,configuration_provisioning,tox,tox
pathspec,.github/workflows/test-all.yaml,github_actions,docs,Run tests,configuration_provisioning,tox,tox
pathspec,.github/workflows/test-all.yaml,github_actions,test,Install tox,configuration_provisioning,tox,tox
pathspec,.github/workflows/test-all.yaml,github_actions,test,Run tests,configuration_provisioning,tox,tox
pathspec,.github/workflows/test-all.yaml,github_actions,test,Run tests (3.9),configuration_provisioning,tox,tox
pathspec,.github/workflows/test-all.yaml,github_actions,,,continuous_integration_server,GitHub Actions,.github/workflows/test-all.yaml
pathspec,.github/workflows/test-all.yaml,github_actions,,,testing_tool,tox,tox
pathspec,.github/workflows/test-all.yaml,github_actions,docs,Install tox,testing_tool,tox,tox
pathspec,.github/workflows/test-all.yaml,github_actions,docs,Run tests,testing_tool,tox,tox
pathspec,.github/workflows/test-all.yaml,github_actions,test,Install tox,testing_tool,tox,tox
pathspec,.github/workflows/test-all.yaml,github_actions,test,Run tests,testing_tool,tox,tox
pathspec,.github/workflows/test-all.yaml,github_actions,test,Run tests (3.9),testing_tool,tox,tox
pathspec,.github/workflows/test-quick.yaml,github_actions,,,configuration_provisioning,actions/setup-python,actions/setup-python@a309ff8b426b58ec0e2a45f0f869d46889d02405
pathspec,.github/workflows/test-quick.yaml,github_actions,docs,Set up Python ${{ matrix.python }},configuration_provisioning,actions/setup-python,actions/setup-python@a309ff8b426b58ec0e2a45f0f869d46889d02405
pathspec,.github/workflows/test-quick.yaml,github_actions,test,Set up Python ${{ matrix.python }},configuration_provisioning,actions/setup-python,actions/setup-python@a309ff8b426b58ec0e2a45f0f869d46889d02405
pathspec,.github/workflows/test-quick.yaml,github_actions,,,configuration_provisioning,pip,pip
pathspec,.github/workflows/test-quick.yaml,github_actions,docs,Install tox,configuration_provisioning,pip,pip
pathspec,.github/workflows/test-quick.yaml,github_actions,test,Install tox,configuration_provisioning,pip,pip
pathspec,.github/workflows/test-quick.yaml,github_actions,,,configuration_provisioning,tox,tox
pathspec,.github/workflows/test-quick.yaml,github_actions,docs,Install tox,configuration_provisioning,tox,tox
pathspec,.github/workflows/test-quick.yaml,github_actions,docs,Run tests,configuration_provisioning,tox,tox
pathspec,.github/workflows/test-quick.yaml,github_actions,test,Install tox,configuration_provisioning,tox,tox
pathspec,.github/workflows/test-quick.yaml,github_actions,test,Run tests,configuration_provisioning,tox,tox
pathspec,.github/workflows/test-quick.yaml,github_actions,test,Run tests (3.9),configuration_provisioning,tox,tox
pathspec,.github/workflows/test-quick.yaml,github_actions,,,continuous_integration_server,GitHub Actions,.github/workflows/test-quick.yaml
pathspec,.github/workflows/test-quick.yaml,github_actions,,,testing_tool,tox,tox
pathspec,.github/workflows/test-quick.yaml,github_actions,docs,Install tox,testing_tool,tox,tox
pathspec,.github/workflows/test-quick.yaml,github_actions,docs,Run tests,testing_tool,tox,tox
pathspec,.github/workflows/test-quick.yaml,github_actions,test,Install tox,testing_tool,tox,tox
pathspec,.github/workflows/test-quick.yaml,github_actions,test,Run tests,testing_tool,tox,tox
pathspec,.github/workflows/test-quick.yaml,github_actions,test,Run tests (3.9),testing_tool,tox,tox
pathspec,pyproject.toml,pyproject,,,build_tool,flit,"flit_core >=3.2,<5"
pathspec,pyproject.toml,pyproject,,,build_tool,flit,flit_core.buildapi
pathspec,pyproject.toml,pyproject,,,testing_tool,pytest,pytest
pathspec,setup.cfg,setup_cfg,,,build_tool,setuptools,pathspec
pathspec,setup.py,setup_py,,,build_tool,setuptools,setuptools
pathspec,setup.py,setup_py,,,configuration_provisioning,pip,pip
pyjwt,.github/workflows/enforce-changelog-entry.yml,github_actions,,,continuous_integration_server,GitHub Actions,.github/workflows/enforce-changelog-entry.yml
pyjwt,.github/workflows/main.yml,github_actions,,,build_tool,build,python -m build
pyjwt,.github/workflows/main.yml,github_actions,package,Build package,build_tool,build,python -m build
pyjwt,.github/workflows/main.yml,github_actions,,,configuration_provisioning,actions/setup-python,actions/setup-python@v6
pyjwt,.github/workflows/main.yml,github_actions,,,configuration_provisioning,pip,pip
pyjwt,.github/workflows/main.yml,github_actions,install-dev,Install in dev mode,configuration_provisioning,pip,pip
pyjwt,.github/workflows/main.yml,github_actions,install-dev,Install with crypto extra,configuration_provisioning,pip,pip
pyjwt,.github/workflows/main.yml,github_actions,install-dev,Install with no extras,configuration_provisioning,pip,pip
pyjwt,.github/workflows/main.yml,github_actions,package,Install build and twine,configuration_provisioning,pip,pip
pyjwt,.github/workflows/main.yml,github_actions,tests,Combine coverage,configuration_provisioning,pip,pip
pyjwt,.github/workflows/main.yml,github_actions,tests,Install dependencies,configuration_provisioning,pip,pip
pyjwt,.github/workflows/main.yml,github_actions,,,configuration_provisioning,tox,tox
pyjwt,.github/workflows/main.yml,github_actions,tests,Install dependencies,configuration_provisioning,tox,tox
pyjwt,.github/workflows/main.yml,github_actions,tests,Run tox targets for ${{ matrix.python-version }},configuration_provisioning,tox,tox
pyjwt,.github/workflows/main.yml,github_actions,,,configuration_provisioning,venv,virtualenv
pyjwt,.github/workflows/main.yml,github_actions,tests,Install dependencies,configuration_provisioning,venv,virtualenv
pyjwt,.github/workflows/main.yml,github_actions,,,continuous_integration_server,GitHub Actions,.github/workflows/main.yml
pyjwt,.github/workflows/main.yml,github_actions,,,testing_tool,coverage,coverage
pyjwt,.github/workflows/main.yml,github_actions,tests,Combine coverage,testing_tool,coverage,coverage
pyjwt,.github/workflows/main.yml,github_actions,tests,Install dependencies,testing_tool,coverage,coverage
pyjwt,.github/workflows/main.yml,github_actions,,,testing_tool,tox,tox
pyjwt,.github/workflows/main.yml,github_actions,tests,Install dependencies,testing_tool,tox,tox
pyjwt,.github/workflows/main.yml,github_actions,tests,Run tox targets for ${{ matrix.python-version }},testing_tool,tox,tox
