repo,file_path,file_type,job_name,step_name,task_category,normalized_tool,raw_match
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-propagator-b3,Install tox,configuration_provisioning,pip,pip
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-propagator-jaeger,Install tox,configuration_provisioning,pip,pip
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-proto-gen-latest,Install tox,configuration_provisioning,pip,pip
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-protojson-gen-latest,Install tox,configuration_provisioning,pip,pip
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-sdk,Install tox,configuration_provisioning,pip,pip
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-semantic-conventions,Install tox,configuration_provisioning,pip,pip
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-test-utils,Install tox,configuration_provisioning,pip,pip
opentelemetry-api,.github/workflows/lint.yml,github_actions,,,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-api,Install tox,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-api,Run tests,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-codegen-json,Install tox,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-codegen-json,Run tests,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-exporter-opencensus,Install tox,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-exporter-opencensus,Run tests,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-exporter-otlp-combined,Install tox,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-exporter-otlp-combined,Run tests,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-exporter-otlp-proto-common,Install tox,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-exporter-otlp-proto-common,Run tests,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-exporter-otlp-proto-grpc-latest,Install tox,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-exporter-otlp-proto-grpc-latest,Run tests,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-exporter-otlp-proto-http,Install tox,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-exporter-otlp-proto-http,Run tests,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-exporter-prometheus,Install tox,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-exporter-prometheus,Run tests,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-exporter-zipkin-combined,Install tox,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-exporter-zipkin-combined,Run tests,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-exporter-zipkin-json,Install tox,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-exporter-zipkin-json,Run tests,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-exporter-zipkin-proto-http,Install tox,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-exporter-zipkin-proto-http,Run tests,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-getting-started,Install tox,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-getting-started,Run tests,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-opencensus-shim,Install tox,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-opencensus-shim,Run tests,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-opentracing-shim,Install tox,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-opentracing-shim,Run tests,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-propagator-b3,Install tox,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-propagator-b3,Run tests,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-propagator-jaeger,Install tox,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-propagator-jaeger,Run tests,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-proto-gen-latest,Install tox,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-proto-gen-latest,Run tests,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-protojson-gen-latest,Install tox,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-protojson-gen-latest,Run tests,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-sdk,Install tox,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-sdk,Run tests,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-semantic-conventions,Install tox,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-semantic-conventions,Run tests,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-test-utils,Install tox,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-test-utils,Run tests,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,,,continuous_integration_server,GitHub Actions,.github/workflows/lint.yml
opentelemetry-api,.github/workflows/lint.yml,github_actions,,,testing_tool,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-api,Install tox,testing_tool,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-api,Run tests,testing_tool,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-codegen-json,Install tox,testing_tool,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-codegen-json,Run tests,testing_tool,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-exporter-opencensus,Install tox,testing_tool,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-exporter-opencensus,Run tests,testing_tool,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-exporter-otlp-combined,Install tox,testing_tool,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-exporter-otlp-combined,Run tests,testing_tool,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-exporter-otlp-proto-common,Install tox,testing_tool,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-exporter-otlp-proto-common,Run tests,testing_tool,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-exporter-otlp-proto-grpc-latest,Install tox,testing_tool,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-exporter-otlp-proto-grpc-latest,Run tests,testing_tool,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-exporter-otlp-proto-http,Install tox,testing_tool,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-exporter-otlp-proto-http,Run tests,testing_tool,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-exporter-prometheus,Install tox,testing_tool,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-exporter-prometheus,Run tests,testing_tool,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-exporter-zipkin-combined,Install tox,testing_tool,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-exporter-zipkin-combined,Run tests,testing_tool,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-exporter-zipkin-json,Install tox,testing_tool,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-exporter-zipkin-json,Run tests,testing_tool,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-exporter-zipkin-proto-http,Install tox,testing_tool,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-exporter-zipkin-proto-http,Run tests,testing_tool,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-getting-started,Install tox,testing_tool,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-getting-started,Run tests,testing_tool,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-opencensus-shim,Install tox,testing_tool,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-opencensus-shim,Run tests,testing_tool,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-opentracing-shim,Install tox,testing_tool,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-opentracing-shim,Run tests,testing_tool,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-propagator-b3,Install tox,testing_tool,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-propagator-b3,Run tests,testing_tool,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-propagator-jaeger,Install tox,testing_tool,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-propagator-jaeger,Run tests,testing_tool,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-proto-gen-latest,Install tox,testing_tool,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-proto-gen-latest,Run tests,testing_tool,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-protojson-gen-latest,Install tox,testing_tool,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-protojson-gen-latest,Run tests,testing_tool,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-sdk,Install tox,testing_tool,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-sdk,Run tests,testing_tool,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-semantic-conventions,Install tox,testing_tool,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-semantic-conventions,Run tests,testing_tool,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-test-utils,Install tox,testing_tool,tox,tox
opentelemetry-api,.github/workflows/lint.yml,github_actions,lint-opentelemetry-test-utils,Run tests,testing_tool,tox,tox
opentelemetry-api,.github/workflows/misc.yml,github_actions,,,configuration_provisioning,actions/setup-python,actions/setup-python@v5
opentelemetry-api,.github/workflows/misc.yml,github_actions,docker-tests-opencensus,Set up Python 3.11,configuration_provisioning,actions/setup-python,actions/setup-python@v5
opentelemetry-api,.github/workflows/misc.yml,github_actions,docker-tests-otlpexporter,Set up Python 3.11,configuration_provisioning,actions/setup-python,actions/setup-python@v5
opentelemetry-api,.github/workflows/misc.yml,github_actions,docs,Set up Python 3.11,configuration_provisioning,actions/setup-python,actions/setup-python@v5
opentelemetry-api,.github/workflows/misc.yml,github_actions,generate-workflows,Set up Python 3.11,configuration_provisioning,actions/setup-python,actions/setup-python@v5
opentelemetry-api,.github/workflows/misc.yml,github_actions,precommit,Set up Python 3.11,configuration_provisioning,actions/setup-python,actions/setup-python@v5
opentelemetry-api,.github/workflows/misc.yml,github_actions,public-symbols-check,Set up Python 3.11,configuration_provisioning,actions/setup-python,actions/setup-python@v5
opentelemetry-api,.github/workflows/misc.yml,github_actions,shellcheck,Set up Python 3.11,configuration_provisioning,actions/setup-python,actions/setup-python@v5
opentelemetry-api,.github/workflows/misc.yml,github_actions,spellcheck,Set up Python 3.11,configuration_provisioning,actions/setup-python,actions/setup-python@v5
opentelemetry-api,.github/workflows/misc.yml,github_actions,tracecontext,Set up Python 3.11,configuration_provisioning,actions/setup-python,actions/setup-python@v5
opentelemetry-api,.github/workflows/misc.yml,github_actions,typecheck,Set up Python 3.11,configuration_provisioning,actions/setup-python,actions/setup-python@v5
opentelemetry-api,.github/workflows/misc.yml,github_actions,,,configuration_provisioning,pip,pip
opentelemetry-api,.github/workflows/misc.yml,github_actions,docker-tests-opencensus,Install tox,configuration_provisioning,pip,pip
opentelemetry-api,.github/workflows/misc.yml,github_actions,docker-tests-otlpexporter,Install tox,configuration_provisioning,pip,pip
opentelemetry-api,.github/workflows/misc.yml,github_actions,docs,Install tox,configuration_provisioning,pip,pip
opentelemetry-api,.github/workflows/misc.yml,github_actions,generate-workflows,Install tox,configuration_provisioning,pip,pip
opentelemetry-api,.github/workflows/misc.yml,github_actions,precommit,Install tox,configuration_provisioning,pip,pip
opentelemetry-api,.github/workflows/misc.yml,github_actions,public-symbols-check,Install tox,configuration_provisioning,pip,pip
opentelemetry-api,.github/workflows/misc.yml,github_actions,shellcheck,Install tox,configuration_provisioning,pip,pip
opentelemetry-api,.github/workflows/misc.yml,github_actions,spellcheck,Install tox,configuration_provisioning,pip,pip
opentelemetry-api,.github/workflows/misc.yml,github_actions,tracecontext,Install tox,configuration_provisioning,pip,pip
opentelemetry-api,.github/workflows/misc.yml,github_actions,typecheck,Install tox,configuration_provisioning,pip,pip
opentelemetry-api,.github/workflows/misc.yml,github_actions,,,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/misc.yml,github_actions,docker-tests-opencensus,Install tox,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/misc.yml,github_actions,docker-tests-opencensus,Run tests,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/misc.yml,github_actions,docker-tests-otlpexporter,Install tox,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/misc.yml,github_actions,docker-tests-otlpexporter,Run tests,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/misc.yml,github_actions,docs,Install tox,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/misc.yml,github_actions,docs,Run tests,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/misc.yml,github_actions,generate-workflows,Check github workflows are up to date,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/misc.yml,github_actions,generate-workflows,Install tox,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/misc.yml,github_actions,generate-workflows,Run tests,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/misc.yml,github_actions,precommit,Install tox,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/misc.yml,github_actions,precommit,Run tests,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/misc.yml,github_actions,public-symbols-check,Install tox,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/misc.yml,github_actions,public-symbols-check,Run tests,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/misc.yml,github_actions,shellcheck,Install tox,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/misc.yml,github_actions,shellcheck,Run tests,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/misc.yml,github_actions,spellcheck,Install tox,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/misc.yml,github_actions,spellcheck,Run tests,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/misc.yml,github_actions,tracecontext,Install tox,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/misc.yml,github_actions,tracecontext,Run tests,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/misc.yml,github_actions,typecheck,Install tox,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/misc.yml,github_actions,typecheck,Run tests,configuration_provisioning,tox,tox
opentelemetry-api,.github/workflows/misc.yml,github_actions,,,continuous_integration_server,GitHub Actions,.github/workflows/misc.yml
opentelemetry-api,.github/workflows/misc.yml,github_actions,,,testing_tool,tox,tox
opentelemetry-api,.github/workflows/misc.yml,github_actions,docker-tests-opencensus,Install tox,testing_tool,tox,tox
opentelemetry-api,.github/workflows/misc.yml,github_actions,docker-tests-opencensus,Run tests,testing_tool,tox,tox
opentelemetry-api,.github/workflows/misc.yml,github_actions,docker-tests-otlpexporter,Install tox,testing_tool,tox,tox
opentelemetry-api,.github/workflows/misc.yml,github_actions,docker-tests-otlpexporter,Run tests,testing_tool,tox,tox
opentelemetry-api,.github/workflows/misc.yml,github_actions,docs,Install tox,testing_tool,tox,tox
opentelemetry-api,.github/workflows/misc.yml,github_actions,docs,Run tests,testing_tool,tox,tox
opentelemetry-api,.github/workflows/misc.yml,github_actions,generate-workflows,Check github workflows are up to date,testing_tool,tox,tox
opentelemetry-api,.github/workflows/misc.yml,github_actions,generate-workflows,Install tox,testing_tool,tox,tox
opentelemetry-api,.github/workflows/misc.yml,github_actions,generate-workflows,Run tests,testing_tool,tox,tox
opentelemetry-api,.github/workflows/misc.yml,github_actions,precommit,Install tox,testing_tool,tox,tox
opentelemetry-api,.github/workflows/misc.yml,github_actions,precommit,Run tests,testing_tool,tox,tox
opentelemetry-api,.github/workflows/misc.yml,github_actions,public-symbols-check,Install tox,testing_tool,tox,tox
opentelemetry-api,.github/workflows/misc.yml,github_actions,public-symbols-check,Run tests,testing_tool,tox,tox
opentelemetry-api,.github/workflows/misc.yml,github_actions,shellcheck,Install tox,testing_tool,tox,tox
opentelemetry-api,.github/workflows/misc.yml,github_actions,shellcheck,Run tests,testing_tool,tox,tox
opentelemetry-api,.github/workflows/misc.yml,github_actions,spellcheck,Install tox,testing_tool,tox,tox
opentelemetry-api,.github/workflows/misc.yml,github_actions,spellcheck,Run tests,testing_tool,tox,tox
opentelemetry-api,.github/workflows/misc.yml,github_actions,tracecontext,Install tox,testing_tool,tox,tox
opentelemetry-api,.github/workflows/misc.yml,github_actions,tracecontext,Run tests,testing_tool,tox,tox
opentelemetry-api,.github/workflows/misc.yml,github_actions,typecheck,Install tox,testing_tool,tox,tox
opentelemetry-api,.github/workflows/misc.yml,github_actions,typecheck,Run tests,testing_tool,tox,tox
opentelemetry-api,.github/workflows/ossf-scorecard.yml,github_actions,,,continuous_integration_server,GitHub Actions,.github/workflows/ossf-scorecard.yml
opentelemetry-api,.github/workflows/prepare-patch-release.yml,github_actions,,,configuration_provisioning,pip,pip
opentelemetry-api,.github/workflows/prepare-patch-release.yml,github_actions,prepare-patch-release,Install toml,configuration_provisioning,pip,pip
opentelemetry-api,.github/workflows/prepare-patch-release.yml,github_actions,,,continuous_integration_server,GitHub Actions,.github/workflows/prepare-patch-release.yml
opentelemetry-api,.github/workflows/prepare-release-branch.yml,github_actions,,,configuration_provisioning,pip,pip
opentelemetry-api,.github/workflows/prepare-release-branch.yml,github_actions,create-pull-request-against-main,Install toml,configuration_provisioning,pip,pip
opentelemetry-api,.github/workflows/prepare-release-branch.yml,github_actions,create-pull-request-against-release-branch,Install toml,configuration_provisioning,pip,pip
opentelemetry-api,.github/workflows/prepare-release-branch.yml,github_actions,prereqs,Install toml,configuration_provisioning,pip,pip
opentelemetry-api,.github/workflows/prepare-release-branch.yml,github_actions,,,continuous_integration_server,GitHub Actions,.github/workflows/prepare-release-branch.yml
opentelemetry-api,.github/workflows/release.yml,github_actions,,,configuration_provisioning,actions/setup-python,actions/setup-python@v5
opentelemetry-api,.github/workflows/release.yml,github_actions,,,configuration_provisioning,pip,pip
opentelemetry-api,.github/workflows/release.yml,github_actions,release,Install toml,configuration_provisioning,pip,pip
opentelemetry-api,.github/workflows/release.yml,github_actions,release,Install twine,configuration_provisioning,pip,pip
opentelemetry-api,.github/workflows/release.yml,github_actions,,,continuous_integration_server,GitHub Actions,.github/workflows/release.yml
opentelemetry-api,.github/workflows/release.yml,github_actions,,,delivery_deployment,twine,twine upload
opentelemetry-api,.github/workflows/release.yml,github_actions,release,Publish to PyPI,delivery_deployment,twine,twine upload
opentelemetry-api,.github/workflows/release.yml,github_actions,release,Publish to TestPyPI,delivery_deployment,twine,twine upload
opentelemetry-api,.github/workflows/release.yml,github_actions,,,version_control_system,github-releases,release:
opentelemetry-api,.github/workflows/stale.yml,github_actions,,,continuous_integration_server,GitHub Actions,.github/workflows/stale.yml
opentelemetry-api,.github/workflows/test.yml,github_actions,,,configuration_provisioning,actions/setup-python,actions/setup-python@v5
opentelemetry-api,.github/workflows/test.yml,github_actions,py310-test-opentelemetry-api_ubuntu-latest,Set up Python 3.10,configuration_provisioning,actions/setup-python,actions/setup-python@v5
opentelemetry-api,.github/workflows/test.yml,github_actions,py310-test-opentelemetry-api_windows-latest,Set up Python 3.10,configuration_provisioning,actions/setup-python,actions/setup-python@v5
opentelemetry-api,.github/workflows/test.yml,github_actions,py310-test-opentelemetry-codegen-json_ubuntu-latest,Set up Python 3.10,configuration_provisioning,actions/setup-python,actions/setup-python@v5
opentelemetry-api,.github/workflows/test.yml,github_actions,py310-test-opentelemetry-codegen-json_windows-latest,Set up Python 3.10,configuration_provisioning,actions/setup-python,actions/setup-python@v5
opentelemetry-api,.github/workflows/test.yml,github_actions,py310-test-opentelemetry-exporter-opencensus_ubuntu-latest,Set up Python 3.10,configuration_provisioning,actions/setup-python,actions/setup-python@v5
opentelemetry-api,.github/workflows/test.yml,github_actions,py310-test-opentelemetry-exporter-opencensus_windows-latest,Set up Python 3.10,configuration_provisioning,actions/setup-python,actions/setup-python@v5
opentelemetry-api,.github/workflows/test.yml,github_actions,py310-test-opentelemetry-exporter-otlp-combined_ubuntu-latest,Set up Python 3.10,configuration_provisioning,actions/setup-python,actions/setup-python@v5
opentelemetry-api,.github/workflows/test.yml,github_actions,py310-test-opentelemetry-exporter-otlp-combined_windows-latest,Set up Python 3.10,configuration_provisioning,actions/setup-python,actions/setup-python@v5
opentelemetry-api,.github/workflows/test.yml,github_actions,py310-test-opentelemetry-exporter-otlp-proto-common_ubuntu-latest,Set up Python 3.10,configuration_provisioning,actions/setup-python,actions/setup-python@v5
opentelemetry-api,.github/workflows/test.yml,github_actions,py310-test-opentelemetry-exporter-otlp-proto-common_windows-latest,Set up Python 3.10,configuration_provisioning,actions/setup-python,actions/setup-python@v5
opentelemetry-api,.github/workflows/test.yml,github_actions,py310-test-opentelemetry-exporter-otlp-proto-grpc-latest_ubuntu-latest,Set up Python 3.10,configuration_provisioning,actions/setup-python,actions/setup-python@v5
opentelemetry-api,.github/workflows/test.yml,github_actions,py310-test-opentelemetry-exporter-otlp-proto-grpc-latest_windows-latest,Set up Python 3.10,configuration_provisioning,actions/setup-python,actions/setup-python@v5
opentelemetry-api,.github/workflows/test.yml,github_actions,py310-test-opentelemetry-exporter-otlp-proto-grpc-oldest_ubuntu-latest,Set up Python 3.10,configuration_provisioning,actions/setup-python,actions/setup-python@v5
opentelemetry-api,.github/workflows/test.yml,github_actions,py310-test-opentelemetry-exporter-otlp-proto-grpc-oldest_windows-latest,Set up Python 3.10,configuration_provisioning,actions/setup-python,actions/setup-python@v5
opentelemetry-api,.github/workflows/test.yml,github_actions,py310-test-opentelemetry-exporter-otlp-proto-http_ubuntu-latest,Set up Python 3.10,configuration_provisioning,actions/setup-python,actions/setup-python@v5
opentelemetry-api,.github/workflows/test.yml,github_actions,py310-test-opentelemetry-exporter-otlp-proto-http_windows-latest,Set up Python 3.10,configuration_provisioning,actions/setup-python,actions/setup-python@v5
opentelemetry-api,.github/workflows/test.yml,github_actions,py310-test-opentelemetry-exporter-prometheus_ubuntu-latest,Set up Python 3.10,configuration_provisioning,actions/setup-python,actions/setup-python@v5
opentelemetry-api,.github/workflows/test.yml,github_actions,py310-test-opentelemetry-exporter-prometheus_windows-latest,Set up Python 3.10,configuration_provisioning,actions/setup-python,actions/setup-python@v5
opentelemetry-api,.github/workflows/test.yml,github_actions,py310-test-opentelemetry-exporter-zipkin-combined_ubuntu-latest,Set up Python 3.10,configuration_provisioning,actions/setup-python,actions/setup-python@v5
opentelemetry-api,.github/workflows/test.yml,github_actions,py310-test-opentelemetry-exporter-zipkin-combined_windows-latest,Set up Python 3.10,configuration_provisioning,actions/setup-python,actions/setup-python@v5
opentelemetry-api,.github/workflows/test.yml,github_actions,py310-test-opentelemetry-exporter-zipkin-json_ubuntu-latest,Set up Python 3.10,configuration_provisioning,actions/setup-python,actions/setup-python@v5
opentelemetry-api,.github/workflows/test.yml,github_actions,py310-test-opentelemetry-exporter-zipkin-json_windows-latest,Set up Python 3.10,configuration_provisioning,actions/setup-python,actions/setup-python@v5
opentelemetry-api,.github/workflows/test.yml,github_actions,py310-test-opentelemetry-exporter-zipkin-proto-http_ubuntu-latest,Set up Python 3.10,configuration_provisioning,actions/setup-python,actions/setup-python@v5
opentelemetry-api,.github/workflows/test.yml,github_actions,py310-test-opentelemetry-exporter-zipkin-proto-http_windows-latest,Set up Python 3.10,configuration_provisioning,actions/setup-python,actions/setup-python@v5
opentelemetry-api,.github/workflows/test.yml,github_actions,py310-test-opentelemetry-getting-started_ubuntu-latest,Set up Python 3.10,configuration_provisioning,actions/setup-python,actions/setup-python@v5
opentelemetry-api,.github/workflows/test.yml,github_actions,py310-test-opentelemetry-getting-started_windows-latest,Set up Python 3.10,configuration_provisioning,actions/setup-python,actions/setup-python@v5
opentelemetry-api,.github/workflows/test.yml,github_actions,py310-test-opentelemetry-opencensus-shim_ubuntu-latest,Set up Python 3.10,configuration_provisioning,actions/setup-python,actions/setup-python@v5
opentelemetry-api,.github/workflows/test.yml,github_actions,py310-test-opentelemetry-opencensus-shim_windows-latest,Set up Python 3.10,configuration_provisioning,actions/setup-python,actions/setup-python@v5
opentelemetry-api,.github/workflows/test.yml,github_actions,py310-test-opentelemetry-opentracing-shim_ubuntu-latest,Set up Python 3.10,configuration_provisioning,actions/setup-python,actions/setup-python@v5
opentelemetry-api,.github/workflows/test.yml,github_actions,py310-test-opentelemetry-opentracing-shim_windows-latest,Set up Python 3.10,configuration_provisioning,actions/setup-python,actions/setup-python@v5
opentelemetry-api,.github/workflows/test.yml,github_actions,py310-test-opentelemetry-propagator-b3_ubuntu-latest,Set up Python 3.10,configuration_provisioning,actions/setup-python,actions/setup-python@v5
opentelemetry-api,.github/workflows/test.yml,github_actions,py310-test-opentelemetry-propagator-b3_windows-latest,Set up Python 3.10,configuration_provisioning,actions/setup-python,actions/setup-python@v5
opentelemetry-api,.github/workflows/test.yml,github_actions,py310-test-opentelemetry-propagator-jaeger_ubuntu-latest,Set up Python 3.10,configuration_provisioning,actions/setup-python,actions/setup-python@v5
